Lower extremity amputation rates in people with diabetes as an indicator of health systems performance. A critical appraisal of the data collection 2000-2011 by the Organization for Economic Cooperation and Development (OECD).;/pubmed/27443839;Carinci F, Massi Benedetti M, Klazinga NS, Uccioli L.;Acta Diabetol. 2016 Oct;;;;;;;;;;;;;;;
A new structural approach to genomic discovery of disease: example of adult-onset diabetes.;/pubmed/27443641;Sirovich L.;Biol Cybern. 2016 Dec;;;;;;;;;;;;;;;
"Reply to ""Chronic hepatitis C and diabetes: More questions than answers with the new direct acting antiviral drugs?"".";/pubmed/27443491;Vanni E, Bugianesi E, Saracco GM.;Dig Liver Dis. 2016 Sep;;;;;;;;;;;;;;;
Therapeutic potential of green tea on risk factors for type 2 diabetes in obese adults - a review.;/pubmed/27443447;Ferreira MA, Silva DM, de Morais AC Jr, Mota JF, Botelho PB.;Obes Rev. 2016 Dec;;;;;;;;;;;;;;;
Update on Echocardiographic Assessment in Diabetes Mellitus.;/pubmed/27443381;Wang Y, Marwick TH.;Curr Cardiol Rep. 2016 Sep;;;;;;;;;;;;;;;
[Incidence and clinical risk factors for the development of diabetes mellitus in women with previous gestational diabetes].;/pubmed/27443099;Domínguez-Vigo P, Álvarez-Silvares E, Alves-Pérez M T, Domínguez-Sánchez J, González-González A.;Ginecol Obstet Mex. 2016 Apr;;;;;;;;;;;;;;;
Study links gestational diabetes to babies' body fat at two months.;/pubmed/27443013;[No authors listed];Community Pract. 2016 Jun;;;;;;;;;;;;;;;
[CROATIAN GUIDELINES FOR THE PHARMACOTHERAPY OF TYPE 2 DIABETES].;/pubmed/27443001;Rahelić D, Altabas V, Bakula M, Balić S, Balint I, Marković BB, Bicanić N, Bjelinski I, Bozikov V, Varzić SC, Car N, Berković MC, Orlić ZC, Deskin M, Sunić ED, Tomić NG, Goldoni V, Gradiser M, Mahecić DH, Balen MJ, Erzen DJ, Majanović SK, et al.;Lijec Vjesn. 2016 Jan-Feb;;;;;;;;;;;;;;;
Insurance coverage and diabetes quality indicators among patients in NHANES.;/pubmed/27442204;Doucette ED, Salas J, Scherrer JF.;Am J Manag Care. 2016 Jul;;;;;;;;;;;;;;;
Increased serum levels of novel T cell cytokines IL-33; IL-9 and IL-17 in subjects with type-1 diabetes.;/pubmed/27442004;Shruthi S, Mohan V, Amutha A, Aravindhan V.;Cytokine. 2016 Oct;;;;;;;;;;;;;;
Performance of the Finnish Diabetes Risk Score and a Simplified Finnish Diabetes Risk Score in a Community-Based; Cross-Sectional Programme for Screening of Undiagnosed Type 2 Diabetes Mellitus and Dysglycaemia in Madrid; Spain: The SPREDIA-2 Study.;/pubmed/27441722;Salinero-Fort MA, Burgos-Lunar C, Lahoz C, Mostaza JM, Abánades-Herranz JC, Laguna-Cuesta F, Estirado-de Cabo E, García-Iglesias F, González-Alegre T, Fernández-Puntero B, Montesano-Sánchez L, Vicent-López D, Cornejo-Del Río V, Fernández-García PJ, Sánchez-Arroyo V, Sabín-Rodríguez C, López-López S, Patrón-Barandio P, Gómez-Campelo P;;;;;;;;;;;;;;
Model-Free Machine Learning in Biomedicine: Feasibility Study in Type 1 Diabetes.;/pubmed/27441367;Daskalaki E, Diem P, Mougiakakou SG.;PLoS One. 2016 Jul 21;;;;;;;;;;;;;;;
Race and Sex Differences in the Association between Food Insecurity and Type 2 Diabetes.;/pubmed/27440984;Strings S, Ranchod YK, Laraia B, Nuru-Jeter A.;Ethn Dis. 2016 Jul 21;;;;;;;;;;;;;;;
Glycated haemoglobin (HbA1c); diabetes and trajectories of change in episodic memory performance.;/pubmed/27440936;Pappas C, Andel R, Infurna FJ, Seetharaman S.;J Epidemiol Community Health. 2017 Feb;;;;;;;;;;;;;;
Circadian Transcription from Beta Cell Function to Diabetes Pathophysiology.;/pubmed/27440914;Perelis M, Ramsey KM, Marcheva B, Bass J.;J Biol Rhythms. 2016 Aug;;;;;;;;;;;;;;;
Liraglutide improved glycaemic instability in a patient with diabetes with insulin antibodies.;/pubmed/27440852;Kato T, Iizuka K, Niwa H, Takeda J.;BMJ Case Rep. 2016 Jul 20;;;;;;;;;;;;;;;
Anti-inflammatory Agents in the Treatment of Diabetes and Its Vascular Complications.;/pubmed/27440839;Pollack RM, Donath MY, LeRoith D, Leibowitz G.;Diabetes Care. 2016 Aug;;;;;;;;;;;;;;;
What Should Be the Target Blood Pressure in Elderly Patients With Diabetes?;/pubmed/27440838;Solini A, Grossman E.;Diabetes Care. 2016 Aug;;;;;;;;;;;;;;;
Glucose Control and Vascular Outcomes in Type 2 Diabetes: Is the Picture Clear?;/pubmed/27440832;Giorgino F, Home PD, Tuomilehto J.;Diabetes Care. 2016 Aug;;;;;;;;;;;;;;;
When Intensive Insulin Therapy (MDI) Fails in Patients With Type 2 Diabetes: Switching to GLP-1 Receptor Agonist Versus Insulin Pump.;/pubmed/27440831;Cohen O, Filetti S, Castañeda J, Maranghi M, Glandt M.;Diabetes Care. 2016 Aug;;;;;;;;;;;;;;;
"Treatment of Type 2 Diabetes: From ""Guidelines"" to ""Position Statements"" and Back: Recommendations of the Israel National Diabetes Council.";/pubmed/27440827;Mosenzon O, Pollack R, Raz I.;Diabetes Care. 2016 Aug;;;;;;;;;;;;;;;
Clinical Considerations for Use of Initial Combination Therapy in Type 2 Diabetes.;/pubmed/27440826;Cahn A, Cefalu WT.;Diabetes Care. 2016 Aug;;;;;;;;;;;;;;;
Slowing Down the Progression of Type 2 Diabetes: We Need Fair; Innovative; and Disruptive Action on Environmental and Policy Levels!;/pubmed/27440824;Schwarz PE, Riemenschneider H.;Diabetes Care. 2016 Aug;;;;;;;;;;;;;
Preventing Diabetes: Early Versus Late Preventive Interventions.;/pubmed/27440823;Tuomilehto J, Schwarz PE.;Diabetes Care. 2016 Aug;;;;;;;;;;;;;;;
Introduction to the 5th World Congress on Controversies to Consensus in Diabetes; Obesity and Hypertension (CODHy).;/pubmed/27440822;Raz I, Cefalu WT, Ilkova H, Del Prato S.;Diabetes Care. 2016 Aug;;;;;;;;;;;;;;
The genetic polymorphisms in vitamin D receptor and the risk of type 2 diabetes mellitus: an updated meta-analysis.;/pubmed/27440697;Yu F, Cui LL, Li X, Wang CJ, Ba Y, Wang L, Li J, Li C, Dai LP, Li WJ.;Asia Pac J Clin Nutr. 2016;;;;;;;;;;;;;;;
Multimorbidity: an endocrinologist looks at multi-level network disruption and at what gets diabetes?;/pubmed/27440485;Aron DC.;J Eval Clin Pract. 2017 Feb;;;;;;;;;;;;;;;
Association among interleukin-6 gene polymorphisms; type 2 diabetes mellitus; and chronic periodontitis: a pilot study.;/pubmed/27440214;Kavitha L, Vijayshree Priyadharshini J, Sivapathasundharam B.;J Investig Clin Dent. 2016 Jul 21. doi: 10.1111/jicd.12230. [Epub ahead of print];J Investig Clin Dent.  2016;PubMed;citation;PMID:27440214;pubmed;27440214;create date:2016/07/22 | first author:Kavitha L;;;;;;
Parent's perception of their children's health; quality of life and burden of diabetes: testing reliability and validity of 'Check your Health' by proxy.;/pubmed/27440173;Brorsson AL, Lindholm Olinder A, Wikblad K, Viklund G.;Scand J Caring Sci. 2016 Jul 21. doi: 10.1111/scs.12362. [Epub ahead of print];Scand J Caring Sci.  2016;PubMed;citation;PMID:27440173;pubmed;27440173;create date:2016/07/22 | first author:Brorsson AL;;;;;;;
Diabetes drugs show no significant difference in risk of death.;/pubmed/27440152;Wise J.;BMJ. 2016 Jul 19;;;;;;;;;;;;;;;
Rationale and design of the randomised controlled trial to assess the impact of liraglutide on cardiac function and structure in young adults with type 2 diabetes (the LYDIA study).;/pubmed/27440110;Htike ZZ, Yates T, Brady EM, Webb D, Gray LJ, Swarbrick D, McCann GP, Khunti K, Davies MJ.;Cardiovasc Diabetol. 2016 Jul 21;;;;;;;;;;;;;;;
Title;URL;Description;Details;ShortDetails;Resource;Type;Identifiers;Db;EntrezUID;Properties;;;;;;;;
Genetic-risk assessment of GWAS-derived susceptibility loci for type 2 diabetes in a 10 year follow-up of a population-based cohort study.;/pubmed/27439680;Go MJ, Lee Y, Park S, Kwak SH, Kim BJ, Lee J.;J Hum Genet. 2016 Dec;;;;;;;;;;;;;;;
Bats: Body mass index; forearm mass index; blood glucose levels and SLC2A2 genes for diabetes.;/pubmed/27439361;Meng F, Zhu L, Huang W, Irwin DM, Zhang S.;Sci Rep. 2016 Jul 21;;;;;;;;;;;;;
Beyond Diabetes: Does Obesity-Induced Oxidative Stress Drive the Aging Process?;/pubmed/27438860;Salmon AB.;Antioxidants (Basel). 2016 Jul 18;;;;;;;;;;;;;;;
Percutaneous Coronary Intervention in Patients With Insulin-Treated and Non-Insulin-Treated Diabetes Mellitus: Secondary Analysis of the TUXEDO Trial.;/pubmed/27438104;Bangalore S, Bhagwat A, Pinto B, Goel PK, Jagtap P, Sathe S, Arambam P, Kaul U.;JAMA Cardiol. 2016 Jun 1;;;;;;;;;;;;;;;
Hba1c; Blood Pressure; and Lipid Control in People with Diabetes: Japan Epidemiology Collaboration on Occupational Health Study.;/pubmed/27437997;Hu H, Hori A, Nishiura C, Sasaki N, Okazaki H, Nakagawa T, Honda T, Yamamoto S, Tomita K, Miyamoto T, Nagahama S, Uehara A, Yamamoto M, Murakami T, Shimizu C, Shimizu M, Eguchi M, Kochi T, Imai T, Okino A, Kuwahara K, Kashino I, et al.;PLoS One. 2016 Jul 20;;;;;;;;;;;;;
Association Between Sitagliptin Use and Heart Failure Hospitalization and Related Outcomes in Type 2 Diabetes Mellitus: Secondary Analysis of a Randomized Clinical Trial.;/pubmed/27437883;McGuire DK, Van de Werf F, Armstrong PW, Standl E, Koglin J, Green JB, Bethel MA, Cornel JH, Lopes RD, Halvorsen S, Ambrosio G, Buse JB, Josse RG, Lachin JM, Pencina MJ, Garg J, Lokhnygina Y, Holman RR, Peterson ED;;;;;;;;;;;;;;;;
Meat Consumption and Risk of Developing Type 2 Diabetes in the SUN Project: A Highly Educated Middle-Class Population.;/pubmed/27437689;Mari-Sanchis A, Gea A, Basterra-Gortari FJ, Martinez-Gonzalez MA, Beunza JJ, Bes-Rastrollo M.;PLoS One. 2016 Jul 20;;;;;;;;;;;;;;;
[Audit and feedback; and continuous quality improvement strategies to improve the quality of care for type 2 diabetes: a systematic review of literature].;/pubmed/27436255;Vecchi S, Agabiti N, Mitrova S, Cacciani L, Amato L, Davoli M, Bargagli AM.;Epidemiol Prev. 2016 Mar-Apr;;;;;;;;;;;;;;
Cost Effectiveness of IDegLira vs. Alternative Basal Insulin Intensification Therapies in Patients with Type 2 Diabetes Mellitus Uncontrolled on Basal Insulin in a UK Setting.;/pubmed/27438706;Davies MJ, Glah D, Chubb B, Konidaris G, McEwan P.;Pharmacoeconomics. 2016 Sep;;;;;;;;;;;;;;;
Relationship between glycosylated hemoglobin A1c and ocular circulation by laser speckle flowgraphy in patients with/without diabetes mellitus.;/pubmed/27437934;Shiba C, Shiba T, Takahashi M, Matsumoto T, Hori Y.;Graefes Arch Clin Exp Ophthalmol. 2016 Sep;;;;;;;;;;;;;;;
Effects of Long-Term Exercise Interventions on Glycaemic Control in Type 1 and Type 2 Diabetes: a Systematic Review.;/pubmed/27437921;Röhling M, Herder C, Roden M, Stemper T, Müssig K.;Exp Clin Endocrinol Diabetes. 2016 Sep;;;;;;;;;;;;;;;
Genotype-dependent Metabolic Responses to Semi-Purified High-Sucrose High-Fat Diets in the TALLYHO/Jng vs. C57BL/6 Mouse during the Development of Obesity and Type 2 Diabetes.;/pubmed/27437918;Parkman JK, Mao X, Dillon K, Gudivada A, Moustaid-Moussa N, Saxton AM, Kim JH.;Exp Clin Endocrinol Diabetes. 2016 Nov;;;;;;;;;;;;;;;
Prevalence and Clinical Correlators of Undiagnosed Significant Depressive Symptoms Among Individuals with Type 2 Diabetes In A Mediterranean Population.;/pubmed/27437917;Nicolau J, Simó R, Sanchís P, Ayala L, Fortuny R, Rivera R, Masmiquel L.;Exp Clin Endocrinol Diabetes. 2016 Nov;;;;;;;;;;;;;;;
Reduction Levels and the Effects of High-Molecular-Weight Adiponectin via AMPK/eNOS in Chinese Type 2 Diabetes.;/pubmed/27437915;Lian K, Guo X, Huang Q, Tan Z, Xia C, Wang R, Yi F, Li W, Liu J, Li Y, Guo S, Wang H, Ji Q, Tao L.;Exp Clin Endocrinol Diabetes. 2016 Oct;;;;;;;;;;;;;;;
Leukocyte telomere length and mortality risk in patients with type 2 diabetes.;/pubmed/27437767;Bonfigli AR, Spazzafumo L, Prattichizzo F, Bonafè M, Mensà E, Micolucci L, Giuliani A, Fabbietti P, Testa R, Boemi M, Lattanzio F, Olivieri F.;Oncotarget. 2016 Aug 9;;;;;;;;;;;;;;;
Gene expression profile comparison in the penile tissue of diabetes and cavernous nerve injury-induced erectile dysfunction rat model.;/pubmed/27437539;Kam SC, Lee SH, Jeon JH, So I, Chae MR, Park JK, Lee SW.;Investig Clin Urol. 2016 Jul;;;;;;;;;;;;;;;
Acute Painful Neuropathy in a Girl with Type 1 Diabetes: Long Term Follow-Up.;/pubmed/27437321;Dayal D, Jayaraman D, Sankhyan N, Singhi P.;J Clin Diagn Res. 2016 May;;;;;;;;;;;;;;;
Prevalence of Diabetes; Obesity and Dyslipidaemia in Persons within High and Low Income Groups Living in North and South Trinidad.;/pubmed/27437244;Nayak SB, Rahming V, Raghunanan Y, Raghoonath C, Rahman A, Rajh D, Rambadan S, Ramdass N.;J Clin Diagn Res. 2016 May;;;;;;;;;;;;;;
Therapeutic Potential for Modulation of Nrf2-Keap-1 Signaling Pathway as Treatment for Diabetes and Other Disorders.;/pubmed/27437072;Abdel-Magid AF.;ACS Med Chem Lett. 2016 May 12;;;;;;;;;;;;;;;
[Management of hypertension and diabetes in Primary Care clinical practice: ATENCION study].;/pubmed/27436819;Millán Núñez-Cortés J, de la Figuera von Wichmann M, Rodríguez de Miguel M, Orera Peña ML, Labrador Barba E, Lería Gelabert M.;Semergen. 2016 Jul 16. pii: S1138-3593(16)30084-3. doi: 10.1016/j.semerg.2016.04.024. [Epub ahead of print] Spanish. ;Semergen.  2016;PubMed;citation;PMID:27436819;pubmed;27436819;create date:2016/07/21 | first author:Millán Núñez-Cortés J;;;;;;;;
Efficacy and safety of ipragliflozin as add-on therapy to insulin in Japanese patients with type 2 diabetes mellitus (IOLITE): a multi-centre; randomized; placebo-controlled; double-blind study.;/pubmed/27436788;Ishihara H, Yamaguchi S, Nakao I, Okitsu A, Asahina S.;Diabetes Obes Metab. 2016 Dec;;;;;;;;;;;;
Effect of Exendin-4 on Autophagy Clearance in Beta Cell of Rats with Tacrolimus-induced Diabetes Mellitus.;/pubmed/27436514;Lim SW, Jin L, Jin J, Yang CW.;Sci Rep. 2016 Jul 20;;;;;;;;;;;;;;;
Impact of diabetes mellitus on tuberculosis drug resistance in new cases of tuberculosis.;/pubmed/27436384;Baghaei P, Tabarsi P, Javanmard P, Farnia P, Marjani M, Moniri A, Masjedi MR, Velayati AA.;J Glob Antimicrob Resist. 2016 Mar;;;;;;;;;;;;;;;
Efficacy and Safety of Multiple Doses of Exenatide Once-Monthly Suspension in Patients With Type 2 Diabetes: A Phase II Randomized Clinical Trial.;/pubmed/27436275;Wysham CH, MacConell L, Hardy E.;Diabetes Care. 2016 Oct;;;;;;;;;;;;;;;
Coprogression of Cardiovascular Risk Factors in Type 1 Diabetes During 30 Years of Follow-up in the DCCT/EDIC Study.;/pubmed/27436274;Writing Group for the DCCT/EDIC Research Group..;Diabetes Care. 2016 Sep;;;;;;;;;;;;;;;
The utilization of video-conference shared medical appointments in rural diabetes care.;/pubmed/27435945;Tokuda L, Lorenzo L, Theriault A, Taveira TH, Marquis L, Head H, Edelman D, Kirsh SR, Aron DC, Wu WC.;Int J Med Inform. 2016 Sep;;;;;;;;;;;;;;;
South Asian individuals with diabetes who are referred for MODY testing in the UK have a lower mutation pick-up rate than white European people.;/pubmed/27435864;Misra S, Shields B, Colclough K, Johnston DG, Oliver NS, Ellard S, Hattersley AT.;Diabetologia. 2016 Oct;;;;;;;;;;;;;;;
Can genetic evidence help us to understand the fetal origins of type 2 diabetes?;/pubmed/27435863;Freathy RM.;Diabetologia. 2016 Sep;;;;;;;;;;;;;;;
Metformin in women with type 2 diabetes in pregnancy (MiTy): a multi-center randomized controlled trial.;/pubmed/27435163;Feig DS, Murphy K, Asztalos E, Tomlinson G, Sanchez J, Zinman B, Ohlsson A, Ryan EA, Fantus IG, Armson AB, Lipscombe LL, Barrett JF;;;;;;;;;;;;;;;;
Safety of using real-time sensor glucose values for treatment decisions in adolescents with poorly controlled type 1 diabetes mellitus: a pilot study.;/pubmed/27435145;Fox LA, Balkman E, Englert K, Hossain J, Mauras N.;Pediatr Diabetes. 2016 Jul 20. doi: 10.1111/pedi.12404. [Epub ahead of print];Pediatr Diabetes.  2016;PubMed;citation;PMID:27435145 | PMCID:PMC5250611;pubmed;27435145;create date:2016/07/21 | first author:Fox LA;;;;;;;;
DPP-4 inhibitor plus SGLT-2 inhibitor as combination therapy for type 2 diabetes: from rationale to clinical aspects.;/pubmed/27435042;Scheen AJ.;Expert Opin Drug Metab Toxicol. 2016 Dec;;;;;;;;;;;;;;;
An Examination of Family; Healthcare Professionals; and Peer Advice on Physical Activity Behaviors among Adolescents at High Risk for Type 2 Diabetes.;/pubmed/27435036;Amuta AO, Jacobs W, Barry AE.;Health Commun. 2017 Jul;;;;;;;;;;;;;
Sick Day Management in Children and Adolescents with Type 1 Diabetes.;/pubmed/27434984;Choudhary A.;J Ark Med Soc. 2016 Jun;;;;;;;;;;;;;;;
Screening for Dysglycemia: Connecting Supply and Demand to Slow Growth in Diabetes Incidence.;/pubmed/27434726;Ali MK, Narayan KM.;PLoS Med. 2016 Jul 19;;;;;;;;;;;;;;;
JAMA PATIENT PAGE. Diabetes in Older People.;/pubmed/27434463;Lipska KJ.;JAMA. 2016 Jul 19;;;;;;;;;;;;;;;
Prevalence of Diabetes in Adolescents Aged 12 to 19 Years in the United States; 2005-2014.;/pubmed/27434447;Menke A, Casagrande S, Cowie CC.;JAMA. 2016 Jul 19;;;;;;;;;;;;;;
Comparison of Clinical Outcomes and Adverse Events Associated With Glucose-Lowering Drugs in Patients With Type 2 Diabetes: A Meta-analysis.;/pubmed/27434443;Palmer SC, Mavridis D, Nicolucci A, Johnson DW, Tonelli M, Craig JC, Maggo J, Gray V, De Berardis G, Ruospo M, Natale P, Saglimbene V, Badve SV, Cho Y, Nadeau-Fredette AC, Burke M, Faruque L, Lloyd A, Ahmad N, Liu Y, Tiv S, Wiebe N, et al.;JAMA. 2016 Jul 19;;;;;;;;;;;;;;;
Association of Plasma Phospholipid n-3 and n-6 Polyunsaturated Fatty Acids with Type 2 Diabetes: The EPIC-InterAct Case-Cohort Study.;/pubmed/27434045;Forouhi NG, Imamura F, Sharp SJ, Koulman A, Schulze MB, Zheng J, Ye Z, Sluijs I, Guevara M, Huerta JM, Kröger J, Wang LY, Summerhill K, Griffin JL, Feskens EJ, Affret A, Amiano P, Boeing H, Dow C, Fagherazzi G, Franks PW, Gonzalez C, et al.;PLoS Med. 2016 Jul 19;;;;;;;;;;;;;;;
A Nod to type 1 diabetes.;/pubmed/27434009;Fehervari Z.;Nat Immunol. 2016 Jul 19;;;;;;;;;;;;;;;
Obesity and Life Expectancy with and without Diabetes in Adults Aged 55 Years and Older in the Netherlands: A Prospective Cohort Study.;/pubmed/27433939;Dhana K, Nano J, Ligthart S, Peeters A, Hofman A, Nusselder W, Dehghan A, Franco OH.;PLoS Med. 2016 Jul 19;;;;;;;;;;;;;;;
Dietary Diversity; Diet Cost; and Incidence of Type 2 Diabetes in the United Kingdom: A Prospective Cohort Study.;/pubmed/27433799;Conklin AI, Monsivais P, Khaw KT, Wareham NJ, Forouhi NG.;PLoS Med. 2016 Jul 19;;;;;;;;;;;;;
Determinants of Health Behaviors After Gestational Diabetes Mellitus: A Prospective Cohort Study in Geneva.;/pubmed/27434581;Kaiser B, Jeannot E, Razurel C.;J Midwifery Womens Health. 2016 Jul 19. doi: 10.1111/jmwh.12486. [Epub ahead of print];J Midwifery Womens Health.  2016;PubMed;citation;PMID:27434581;pubmed;27434581;create date:2016/07/20 | first author:Kaiser B;;;;;;;;
"Can Sleeve Gastrectomy ""Cure"" Diabetes? Long-term Metabolic Effects of Sleeve Gastrectomy in Patients With Type 2 Diabetes.";/pubmed/27433906;Aminian A, Brethauer SA, Andalib A, Punchai S, Mackey J, Rodriguez J, Rogula T, Kroh M, Schauer PR.;Ann Surg. 2016 Oct;;;;;;;;;;;;;;;
H.P. Acthar Gel (repository corticotropin injection) treatment of patients with multiple sclerosis and diabetes.;/pubmed/27433309;Kutz C.;Ther Adv Chronic Dis. 2016 Jul;;;;;;;;;;;;;;;
Preliminary study on overproduction of reactive oxygen species by neutrophils in diabetes mellitus.;/pubmed/27433296;Ridzuan N, John CM, Sandrasaigaran P, Maqbool M, Liew LC, Lim J, Ramasamy R.;World J Diabetes. 2016 Jul 10;;;;;;;;;;;;;;;
Serum uric acid and low-density lipoprotein cholesterol levels are independent predictors of coronary artery disease in Asian Indian patients with type 2 diabetes mellitus.;/pubmed/27433067;Jayashankar CA, Andrews HP, Vijayasarathi, Pinnelli VB, Shashidharan B, Nithin Kumar HN, Vemulapalli S.;J Nat Sci Biol Med. 2016 Jul-Dec;;;;;;;;;;;;;;;
